ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
iodixanol,iodixanol,0.0,iodixanol,Iodixanol | Visipaque,IODIXANOL,"FRESENIUS KABI USA, LLC | GE Healthcare Inc.",,0,10,12,5,,"7 DRUG INTERACTIONS 7.1 Drug-Drug Interactions Metformin In patients with renal impairment, metformin can cause lactic acidosis",6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: Risks Associated with Inadvertent Intrathecal Administration [see Warnings and Precautions (5.1) ] Hypersensitivity Reactions [see Warnings and Precautions (5.2) ] Contrast-Induced Kid,1 INDICATIONS AND USAGE Iodixanol injection is indicated in for: Iodixanol injection is a radiographic contrast agent indicated for the following: Intra-arterial Procedures ( 1.1 ) Adults and pediatric patients 12 years of age and over Intra-arterial digital subtraction angiography (270 mg Iodine/mL
iodohydroxy quinoline,iodohydroxy quinoline,0.0,iodohydroxy quinoline,Oseltamivir Phosphate,OSELTAMIVIR PHOSPHATE,"Lannett Company, Inc.",,0,5,9,5,,"7 DRUG INTERACTIONS Live attenuated influenza vaccine (LAIV), intranasal: Avoid administration of LAIV within 2 weeks before or 48 hours after oseltamivir phosphate capsules use, unless medically indicated",6 ADVERSE REACTIONS The following serious adverse reactions are discussed below and elsewhere in the labeling: Serious skin and hypersensitivity reactions [see Warnings and Precautions (5.1) ] Neuropsychiatric events [see Warnings and Precautions (5.2) ] Most common adverse reactions (> 1% and more ,"1 INDICATIONS AND USAGE Oseltamivir phosphate capsules are influenza neuraminidase inhibitor (NAI) indicated for: Treatment of acute, uncomplicated influenza A and B in patients 2 weeks of age and older who have been symptomatic for no more than 48 hours"
iodoquinol,iodoquinol,0.99,iodoquinol,"HYDROCORTISONE, IODOQUINOL | Hydrocortisone Acetate, Iodoquinol | IODOQUINOL, HYDROCORTISONE ACETATE, ALOE POLYSACCHARIDES","HYDROCORTISONE ACETATE, IODOQUINOL | HYDROCORTISONE, IODOQUINOL | IODOQUINOL, HYDROCORTISONE ACETATE, ALOE POLYSACCHARIDES","KMM Pharmaceuticals, LLC",,1,0,2,2,WARNING: FOR EXTERNAL USE ONLY,,ADVERSE REACTIONS: The following local adverse reactions are reported infrequently with topical corticosteroids,"INDICATIONS: Based on a review of a related drug by the National Research Council and subsequent FDA classification for that drug, the indications are as follows: “Possibly” Effective: Contact or atopic dermatitis; impetiginized eczema; nummular eczema; endogenous chronic infectious dermatitis; stas"
iohexol,iohexol,0.99,iohexol,Iohexol | OMNIPAQUE | Omnipaque,IOHEXOL,Amneal Pharmaceuticals Private Limited | GE Healthcare | GE Healthcare Inc.,,0,9,4,2,,"7 DRUG INTERACTIONS 7.1 Drug-Drug Interactions Metformin In patients with renal impairment, metformin can cause lactic acidosis",6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: Risks Associated with Intrathecal Administration of OMNIPAQUE Injection 140 mg Iodine/mL and 350 mg Iodine/mL [see Warnings and Precautions (5.1) ] Risks Associated with Parenteral Adm,"1 INDICATIONS AND USAGE OMNIPAQUE is a radiographic contrast agent indicated for intrathecal, intra-arterial, intravenous, oral, rectal, intraarticular, and body cavity imaging procedures in adults and pediatric patients"
iopamidol,iopamidol,0.0,iopamidol,ISOVUE-M | iopamidol,IOPAMIDOL,"Bracco Diagnostics Inc | Slate Run Pharmaceuticals | Slate Run Pharmaceuticals, LLC",,10,1,10,2,WARNINGS The need for myelographic examination should be carefully evaluated,"Drug Interactions Other drugs should not be admixed with iopamidol (see CONTRAINDICATIONS , and DOSAGE AND ADMINISTRATION : Drug Incompatibilities )","ADVERSE REACTIONS The most frequently reported adverse reactions following intrathecal administration of iopamidol are headache, nausea, vomiting, and musculoskeletal pain","INDICATIONS AND USAGE Iopamidol Injection is indicated for intrathecal administration in adult neuroradiology including myelography (lumbar, thoracic, cervical, total columnar), and for contrast enhancement of computed tomographic (CECT) cisternography and ventriculography"
iopromide,iopromide,0.99,iopromide,Ultravist,IOPROMIDE,Bayer HealthCare Pharmaceuticals Inc.,,0,9,14,5,,"7 DRUG INTERACTIONS 7.1 Drug-Drug Interactions Metformin In patients with renal impairment, biguanides can cause lactic acidosis",6 ADVERSE REACTIONS The following adverse reactions are described elsewhere in the labeling:,1 INDICATIONS AND USAGE ULTRAVIST ® Injection is an iodinated contrast agent indicated for: ULTRAVIST is a radiographic contrast agent indicated for: Intra-Arterial Procedures †
ioversol,ioversol,0.0,ioversol,Optiray 300 | Optiray 320 | Optiray 350,IOVERSOL,Liebel-Flarsheim Company LLC,,0,10,8,5,,"7 DRUG INTERACTIONS 7.1 Drug-Drug Interactions Metformin In patients with renal impairment, metformin can cause lactic acidosis",6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: Risks Associated with Inadvertent Intrathecal Administration [see Warnings and Precautions ( 5.1 )] Hypersensitivity Reactions [see Warnings and Precautions ( 5.2 )] Contrast Induced A,"1 INDICATIONS AND USAGE OPTIRAY is indicated for: OPTIRAY is a radiographic contrast agent indicated for the following: Intra-arterial Procedures ( 1.1 ) Adults: Cerebral Arteriography (300, 320 mg iodine/mL) Peripheral Arteriography (300, 320, 350 mg iodine/mL ) Visceral and Renal Arteriography, Ao"
ipeca tincture,ipeca tincture,0.0,ipeca tincture,,,,,4,0,0,2,Keep out of reach of children,,,INDICATIONS: Provides specific sarcode support for the stomach
ipilimumab,ipilimumab,1.0,ipilimumab,YERVOY,IPILIMUMAB,"E.R. Squibb & Sons, L.L.C.",,0,0,9,5,,,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling:,1 INDICATIONS AND USAGE YERVOY is a human cytotoxic T-lymphocyte antigen 4 (CTLA-4)-blocking antibody indicated for: Melanoma
iplant rosemary,iplant rosemary,0.0,iplant rosemary,,,,,4,0,0,1,WARNINGS Warnings: For external use only 1,,,Uses Uses: Firming & Nourishing
ipratropium bromide,ipratropium bromide,0.0,ipratropium bromide,IPRATROPIUM BROMIDE | Ipratropium Bromide | Ipratropium Bromide and Albuterol Sulfate,IPRATROPIUM BROMIDE | IPRATROPIUM BROMIDE AND ALBUTEROL SULFATE,"Hikma Pharmaceuticals USA Inc. | Lupin Pharmaceuticals, Inc. | Proficient Rx LP",,10,8,5,1,"WARNINGS Paradoxical Bronchospasm : In the clinical study of ipratropium bromide and albuterol sulfate, paradoxical bronchospasm was not observed","Drug Interactions Anticholinergic agents : Although ipratropium bromide is minimally absorbed into the systemic circulation, there is some potential for an additive interaction with concomitantly used anticholinergic medications",ADVERSE REACTIONS Adverse reaction information concerning ipratropium bromide and albuterol sulfate was derived from the 12-week controlled clinical trial,INDICATIONS AND USAGE Ipratropium bromide and albuterol sulfate inhalation solution is indicated for the treatment of bronchospasm associated with COPD in patients requiring more than one bronchodilator
irbesartan,irbesartan,0.95,irbesartan,IRBESARTAN | Irbesartan,IRBESARTAN,Alembic Pharmaceuticals Limited | Jubilant Cadista Pharmacuticals Inc. | REMEDYREPACK INC.,,0,10,10,5,,7 DRUG INTERACTIONS Lithium: Risk of lithium toxicity,6 ADVERSE REACTIONS The following important adverse reactions are described elsewhere in the labeling: Hypotension in Volume or Salt-Depleted Patients [see Warnings and Precautions (5.2) ] Impaired Renal Function [see Warnings and Precautions (5.3) ] Nephropathy in type 2 diabetic patients: The most,"1 INDICATIONS AND USAGE Irbesartan tablets are an angiotensin II receptor blocker (ARB) indicated for: Treatment of hypertension, to lower blood pressure"
irgasan,triclosan,0.95,triclosan,EcoCare 250 | Ecolab | Keystone,TRICLOSAN,Ecolab Inc.,,2,0,0,1,"Warnings For external use only Do not use in eyes When using this product if in eyes, rinse promptly and thoroughly with water discontinue use if irritation and redness develop Stop use and ask a doctor if skin irritation or redness occurs for more than 72 hours Keep out of reach of children",,,Uses for handwashing to decrease bacteria on the skin
irinotecan,irinotecan,1.0,irinotecan,Irinotecan Hydrochloride | Irinotecan Hydrochloride 100 mg/5 mL | Irinotecan hydrochloride,IRINOTECAN HYDROCHLORIDE,"Armas Pharmaceuticals Inc. | Hospira, Inc. | Northstar Rx LLC",,0,10,11,3,,7 DRUG INTERACTIONS Strong CYP3A4 Inducers: Do not administer strong CYP3A4 inducers with Irinotecan hydrochloride,"6 ADVERSE REACTIONS Common adverse reactions ( > 30%) observed in single agent therapy clinical studies are: nausea, vomiting, abdominal pain, diarrhea, constipation, anorexia, neutropenia, leukopenia (including lymphocytopenia), anemia, asthenia, fever, body weight decreasing, alopecia",1 INDICATIONS AND USAGE Irinotecan hydrochloride injection is a topoisomerase inhibitor indicated for:
iron,iron,0.95,iron,EMF Protect and Balance | MEB Gluco-Vitality Patch | MEB PainGuard Patch | Nausia,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | ARSENICUM ALBUM, BRYONIA (ALBA), CADMIUM SULPHURATUM, COCCULUS INDICUS, COLCHICUM AUTUMNALE, CONIUM MACULATUM, CYCLAMEN EUROPAEUM, EUPHORBIA COROLLATA, FERRUM METALLICUM, IPECACUANHA, IRIS VERSICOLOR, LAC DEFLORATUM, LACTICUM ACIDUM, NUX VOMICA, PETROLEUM, PULSATILLA (PRATENSIS), SEPIA, TABACUM, THERIDION, ZINGIBER OFFICINALE | MEB GLUCO-VITALITY PATCH | MEB PAINGUARD PATCH","Deseret Biologicals, Inc. | Kadesh Incoporation Co,Ltd",,5,0,0,3,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,,For the temporary relief of symptoms including:
iron bisglycinate,iron bisglycinate,0.0,iron bisglycinate,EMF Protect and Balance | MEB Gluco-Vitality Patch | MEB PainGuard Patch,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | MEB GLUCO-VITALITY PATCH | MEB PAINGUARD PATCH","Deseret Biologicals, Inc. | Kadesh Incoporation Co,Ltd",,5,0,1,1,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: FeRivaFA ™ is a multivitamin/multimineral dietary supplement indicated for use in improving the nutritional status of patients with iron deficiency
iron bisglycinated,iron(II) hydroxide,0.95,iron(II) hydroxide,Betadine,POVIDONE-IODINE,"Atlantis Consumer Healthcare, Inc.",,1,2,4,2,Warnings For external use only,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,Uses Multi-purpose mineral powder provides broad-spectrum SPF 46 PA+++ protection
iron chelated,iron chelated,0.0,iron chelated,EMF Protect and Balance | SilvaPlex Throat,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | ARGENTUM METALICUM","AG Essence | Deseret Biologicals, Inc.",,5,0,0,3,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,,For the temporary relief of symptoms including:
iron ferrous bis glycinate,iron ferrous bis glycinate,0.0,iron ferrous bis glycinate,,,,,10,10,15,1,"WARNINGS It is important to recognize that a positive Coombs test, hemolytic anemia, and liver disorders may occur with methyldopa therapy","Drug Interactions When methyldopa is used with other antihypertensive drugs, potentiation of antihypertensive effect may occur","ADVERSE REACTIONS Sedation, usually transient, may occur during the initial period of therapy or whenever the dose is increased",INDICATIONS AND USAGE Hypertension
iron glycinate,iron glycinate,0.0,iron glycinate,EMF Protect and Balance,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE","Deseret Biologicals, Inc.",,9,0,1,1,WARNINGS For External use only,,ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: FeRivaFA ™ is a multivitamin/multimineral dietary supplement indicated for use in improving the nutritional status of patients with iron deficiency
iron iii glycinate,iron(III) glycinate,0.95,iron(III) glycinate,Glimepiride | Mekinist,GLIMEPIRIDE | TRAMETINIB,American Health Packaging | Novartis Pharmaceuticals Corporation,,10,2,15,5,WARNINGS Use In Pregnancy CLARITHROMYCIN SHOULD NOT BE USED IN PREGNANT WOMEN EXCEPT IN CLINICAL CIRCUMSTANCES WHERE NO ALTERNATIVE THERAPY IS APPROPRIATE,7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: New Primary Malignancies [see Warnings and Precautions ( 5.1)] Hemorrhage [see Warnings and Precautions (5.2)] Colitis and Gastrointestinal Perforation [see Warnings and Precautions (5,1 INDICATIONS AND USAGE MEKINIST is a kinase inhibitor indicated as a single agent for the treatment of BRAF-inhibitor treatment-naïve patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test
iron proteinsuccinylate,iron proteinsuccinylate,0.0,iron proteinsuccinylate,EMF Protect and Balance | MEB Gluco-Vitality Patch | MEB PainGuard Patch | Nausia,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | ARSENICUM ALBUM, BRYONIA (ALBA), CADMIUM SULPHURATUM, COCCULUS INDICUS, COLCHICUM AUTUMNALE, CONIUM MACULATUM, CYCLAMEN EUROPAEUM, EUPHORBIA COROLLATA, FERRUM METALLICUM, IPECACUANHA, IRIS VERSICOLOR, LAC DEFLORATUM, LACTICUM ACIDUM, NUX VOMICA, PETROLEUM, PULSATILLA (PRATENSIS), SEPIA, TABACUM, THERIDION, ZINGIBER OFFICINALE | MEB GLUCO-VITALITY PATCH | MEB PAINGUARD PATCH","Deseret Biologicals, Inc. | Kadesh Incoporation Co,Ltd",,5,0,0,3,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,,For the temporary relief of symptoms including:
iron pyrophosphate,iron pyrophosphate,0.99,iron pyrophosphate,Colgate Max Fresh Cool Mint | Prime Tooth Care Hami Melon,SODIUM FLUORIDE,Colgate-Palmolive Company | Prime Tooth Care LLC,,2,0,0,1,Warnings When using this product Do not swallow Do not use in eye area Keep out of reach of children under 6 years of age,,,Use helps protect against cavities
iron sucrose,iron sucrose,0.0,iron sucrose,Iron Sucrose | Venofer,IRON SUCROSE,"American Regent, Inc. | International Medication Systems, Limited | Mylan Institutional LLC",,0,1,13,2,,7 DRUG INTERACTIONS Iron sucrose may reduce the absorption of concomitantly administered oral iron preparations,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling:,1 INDICATIONS AND USAGE Iron sucrose injection is indicated for the treatment of iron deficiency anemia (IDA) in patients with chronic kidney disease (CKD)
iron witn,iron witn,0.0,iron witn,EMF Protect and Balance | MEB Gluco-Vitality Patch | MEB PainGuard Patch | Nausia,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | ARSENICUM ALBUM, BRYONIA (ALBA), CADMIUM SULPHURATUM, COCCULUS INDICUS, COLCHICUM AUTUMNALE, CONIUM MACULATUM, CYCLAMEN EUROPAEUM, EUPHORBIA COROLLATA, FERRUM METALLICUM, IPECACUANHA, IRIS VERSICOLOR, LAC DEFLORATUM, LACTICUM ACIDUM, NUX VOMICA, PETROLEUM, PULSATILLA (PRATENSIS), SEPIA, TABACUM, THERIDION, ZINGIBER OFFICINALE | MEB GLUCO-VITALITY PATCH | MEB PAINGUARD PATCH","Deseret Biologicals, Inc. | Kadesh Incoporation Co,Ltd",,5,0,0,3,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,,For the temporary relief of symptoms including:
isoconazole nitrate,isoconazole nitrate,0.0,isoconazole nitrate,,,,,10,10,8,1,"Cardiac Conduction: Diltiazem prolongs AV node refractory periods without significantly prolonging sinus node recovery time, except in patients with sick sinus syndrome","Drug Interactions Due to the potential for additive effects, caution and careful titration are warranted in patients receiving diltiazem concomitantly with any agents known to affect cardiac contractility and/or conduction (see WARNINGS )","ADVERSE REACTIONS Serious adverse reactions have been rare in studies carried out to date, but it should be recognized that patients with impaired ventricular function and cardiac conduction abnormalities usually have been excluded",INDICATIONS AND USAGE Diltiazem hydrochloride tablets are indicated for the management of chronic stable angina and angina due to coronary artery spasm
isoflavone,isoflavones,0.95,isoflavones,Bealions Estrogen,SOY ISOFLAVONES,"Guangdong Yucheng Cosmetics Co., Ltd",,1,0,0,1,For ecternal use only,,,"Uses：Helps improve skin tone and texture associated with estrogen decline.Supports hydration, firmness, and elasticity in aging skin.Helps relieve menopausal discomforts"
isoflavones,isoflavones,0.0,isoflavones,Bealions Estrogen,SOY ISOFLAVONES,"Guangdong Yucheng Cosmetics Co., Ltd",,1,0,0,1,For ecternal use only,,,"Uses：Helps improve skin tone and texture associated with estrogen decline.Supports hydration, firmness, and elasticity in aging skin.Helps relieve menopausal discomforts"
isoflurane,isoflurane,0.95,isoflurane,FORANE | Isoflurane,ISOFLURANE,"Baxter Healthcare Corporation | Piramal Critical Care, Inc. | Shandong New Time Pharmaceutical Co., Ltd.",,0,10,11,3,,7 DRUG INTERACTIONS,"6 ADVERSE REACTIONS Most common adverse reactions (incidence > 5%) are agitation, cough, breath holding, nausea, chills/shivering, vomiting, laryngospasm, delirium",1 INDICATIONS AND USAGE Isoflurane USP may be used for induction and maintenance of general anesthesia
isoleucine,isoleucine,0.0,isoleucine,Aminosyn-PF | OSTEOBIOS | Vital Skin Hair Nails,"CALCITONIN HUMAN - CALCIUM CARBONATE - CALCIUM FLUORIDE - CALCIUM PHOSPHATE - ISOLEUCINE - LEUCINE - LYSINE - METHIONINE - PHENYLALANINE - SUS SCROFA BONE - SUS SCROFA PARATHYROID GLAND - THREONINE - TRYPTOPHAN - VALINE - | ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, GLYCINE, HISTIDINE, PROLINE, SERINE, TAURINE, AND TYROSINE | L-ALANINE, L-ARGININE, L-CARNITINE, CYSTEINUM, L-GLUTAMINE, L-HISTIDINE, L-ISOLEUCINE, L-LEUCINE, L-LYSINE, L-METHIONINE, L-ORNITHINE, L-PROLINE, L-SERINE, L-TRYPTOPHAN, L-TYROSINE, L-VALINE, APIS MELLIFICA, BIOTIN, EPIDERMIS SUIS, GALIUM APARINE, HAMAMELIS VIRGINIANA, HEPAR SUIS, HGH, HYPOPHYSIS SUIS, NATRUM MURIATICUM, PANTOTHENIC ACID, PHOSPHORICUM ACIDUM, RIBOFLAVINUM, THUJA OCCIDENTALIS","Guna spa | ICU Medical Inc. | Liddell Laboratories, Inc.",,5,0,7,1,WARNINGS Stop use and ask doctor if symptoms persist more than 5 days,,"ADVERSE REACTIONS Local reactions consisting of erythema, phlebitis and thrombosis at the infusion site have occurred with peripheral intravenous infusion of amino acids particularly if other substances, such as antibiotics, are also administered through the same site",Take 15 minutes before meals
isoniazid,isoniazid,0.95,isoniazid,Isoniazid | isoniazid,ISONIAZID,"Bryant Ranch Prepack | Chartwell RX, LLC | Marlex Pharmaceuticals, Inc.",,7,10,15,5,WARNINGS See the boxed warning ,Drug Interactions Food Isoniazid should not be administered with food,ADVERSE REACTIONS The most frequent reactions are those affecting the nervous system and the liver,"INDICATIONS AND USAGE Isoniazid tablets, USP are recommended for all forms of tuberculosis in which organisms are susceptible"
isoprenaline,isoproterenol,0.98,isoproterenol,Isoproterenol Hydrochloride | Isoproterenol hydrochloride,ISOPROTERENOL HYDROCHLORIDE,"KVK-Tech, Inc. | Micro Labs Limited | Nordic Pharma, Inc.",,0,9,4,1,,7 DRUG INTERACTIONS Table 1,6 ADVERSE REACTIONS The following adverse reactions have been associated with use of isoproterenol,1 INDICATIONS AND USAGE Isoproterenol hydrochloride injection is indicated: To improve hemodynamic status in patients in distributive shock and shock due to reduced cardiac output For bronchospasm occurring during anesthesia Isoproterenol hydrochloride injection is a beta-adrenergic agonist indicate
isoprenoline sulphate,isoprenoline sulphate,0.0,isoprenoline sulphate,tamsulosin hydrochloride,TAMSULOSIN HYDROCHLORIDE,"XLCare Pharmaceuticals, Inc.",,4,10,10,1,"WARNING If symptoms persist more than a few days, contact a licensed practitioner",7 DRUG INTERACTIONS,"6 ADVERSE REACTIONS The most common adverse events (≥2% of patients and at a higher incidence than placebo) with the 0.4 mg dose or 0.8 mg dose were headache, dizziness, rhinitis, infection, abnormal ejaculation, asthenia, back pain, diarrhea, pharyngitis, chest pain, cough increased, somnolence, na",Indications To optimize body minerals
isoprinosine,imipenem,0.95,imipenem,Imipenem and Cilastatin,IMIPENEM AND CILASTATIN | IMIPENEM AND CILASTATIN SODIUM,"Fresenius Kabi USA, LLC | WG Critical Care, LLC",,0,10,9,5,,7 DRUG INTERACTIONS Ganciclovir: Generalized seizures have been reported in patients who received ganciclovir,6 ADVERSE REACTIONS The following serious adverse reactions are described in greater detail in the Warnings and Precautions section,"1 INDICATIONS AND USAGE Imipenem and Cilastatin for Injection, USP for intravenous use is a combination of imipenem, a penem antibacterial, and cilastatin, a renal dehydropeptidase inhibitor, indicated for the treatment of the following serious infections caused by designated susceptible bacteria: L"
isopro,isopro,0.0,isopro,Dukal Sterile Alcohol Prep Pad | Isopropyl Alcohol | Isopropyl alcohol,ISOPROPYL ALCOHOL,AmerisourceBergen (Good Neighbor Pharmacy) 46122 | Cariba International | Dukal LLC,,1,0,0,1,"Warnings For external use only Flammable Keep away from fire or flame, heat, spark, electrical Do not use as a fuel source",,,Use first aid to help prevent the risk of infection in: minor cuts scrapes burns
isopropanol,isopropanol,0.99,isopropanol,Instant Hand Sanitizeing Wipe,ISOPROPANOL AND COMPOUND DOUBLE-STRANDED QUATERNARY AMMONIUM SALTS,"Shandong Yayun Sanitary Products Co., Ltd.",,2,0,0,2,Warnings For external use only,,,Use Instant Hand Sanitizeing Wipe to help reduce bacteria that potentially can cause disease
isopropyl alcohol,isopropyl alcohol,0.0,isopropyl alcohol,Dukal Sterile Alcohol Prep Pad | Isopropyl Alcohol | Isopropyl alcohol,ISOPROPYL ALCOHOL,AmerisourceBergen (Good Neighbor Pharmacy) 46122 | Cariba International | Dukal LLC,,1,0,0,1,"Warnings For external use only Flammable Keep away from fire or flame, heat, spark, electrical Do not use as a fuel source",,,Use first aid to help prevent the risk of infection in: minor cuts scrapes burns
isopropyl myris,isopropyl myristate,0.95,isopropyl myristate,Thera Plus Maximum Strength Feminine Anti-Itch | anti itch,"BENZOCAINE, RESORCINOL | HYDROCORTISONE","FOURSTAR GROUP USA, INC. | Meijer, Inc.",,10,0,1,5,Warnings For external use only Do not use,,"REF HH62G02UMC www.medline.com Made in USA with US and Foreign components for Medline industries, Inc., Northfield, IL 60093 USA 1-800-MEDLINE RG17VJO","temporarily relieves itching associated with minor skin irritations, inflammation, and rashes due to:"
isopropyl myristate,isopropyl myristate,0.0,isopropyl myristate,Thera Plus Maximum Strength Feminine Anti-Itch | anti itch,"BENZOCAINE, RESORCINOL | HYDROCORTISONE","FOURSTAR GROUP USA, INC. | Meijer, Inc.",,10,0,1,5,Warnings For external use only Do not use,,"REF HH62G02UMC www.medline.com Made in USA with US and Foreign components for Medline industries, Inc., Northfield, IL 60093 USA 1-800-MEDLINE RG17VJO","temporarily relieves itching associated with minor skin irritations, inflammation, and rashes due to:"
isopropyl myristate monopropylene glycol,isopropyl myristate,0.95,isopropyl myristate,Thera Plus Maximum Strength Feminine Anti-Itch | anti itch,"BENZOCAINE, RESORCINOL | HYDROCORTISONE","FOURSTAR GROUP USA, INC. | Meijer, Inc.",,10,0,1,5,Warnings For external use only Do not use,,"REF HH62G02UMC www.medline.com Made in USA with US and Foreign components for Medline industries, Inc., Northfield, IL 60093 USA 1-800-MEDLINE RG17VJO","temporarily relieves itching associated with minor skin irritations, inflammation, and rashes due to:"
isoproterenol,isoproterenol,0.0,isoproterenol,Isoproterenol Hydrochloride | Isoproterenol hydrochloride,ISOPROTERENOL HYDROCHLORIDE,"KVK-Tech, Inc. | Micro Labs Limited | Nordic Pharma, Inc.",,0,9,4,1,,7 DRUG INTERACTIONS Table 1,6 ADVERSE REACTIONS The following adverse reactions have been associated with use of isoproterenol,1 INDICATIONS AND USAGE Isoproterenol hydrochloride injection is indicated: To improve hemodynamic status in patients in distributive shock and shock due to reduced cardiac output For bronchospasm occurring during anesthesia Isoproterenol hydrochloride injection is a beta-adrenergic agonist indicate
isosorbide,isosorbide,0.95,isosorbide,ISOSORBIDE MONONITRATE | Isosorbide Mononitrate,ISOSORBIDE MONONITRATE,"Aphena Pharma Solutions - Tennessee, LLC | Edenbridge Pharmaceuticals LLC. | Torrent Pharmaceuticals Limited",,5,4,13,2,WARNINGS Amplification of the vasodilatory effects of isosorbide mononitrate by sildenafil can result in severe hypotension,Drug Interactions The vasodilating effects of isosorbide mononitrate may be additive with those of other vasodilators,"ADVERSE REACTIONS The table below shows the frequencies of the adverse events that occurred in >5% of the subjects in three placebo-controlled North American studies, in which patients in the active treatment arm received 30 mg, 60 mg, 120 mg, or 240 mg of isosorbide mononitrate extended-release tab","INDICATIONS AND USAGE Isosorbide mononitrate extended-release tablets, USP are indicated for the prevention of angina pectoris due to coronary artery disease"
