ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
vitamin a,vitamin a,0.95,vitamin a,Davimet-M | Multivitamin with Fluoride | Tri-Vite Drops with Fluoride,".ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, CYANOCOBALAMIN, FOLIC ACID, NIACIN, PYRIDOXINE, RIBOFLAVIN, SODIUM FLUORIDE, THIAMINE MONONITRATE, VITAMIN A AND VITAMIN D | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D | MULTIVITAMIN","Bryant Ranch Prepack | Method Pharmaceuticals, LLC | PureTek Corporation",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
vitamin a palmitate,retinyl palmitate,0.95,retinyl palmitate,Thera Plus Maximum Strength Feminine Anti-Itch | anti itch,"BENZOCAINE, RESORCINOL | HYDROCORTISONE","FOURSTAR GROUP USA, INC. | Meijer, Inc.",,10,0,0,5,Warnings For external use only Do not use,,,"temporarily relieves itching associated with minor skin irritations, inflammation, and rashes due to:"
vitamin c,vitamin c,0.95,vitamin c,DISCOUNT DRUG MART | Shea | St. Paul Brands Verestor,"COUGH DROPS VITAMIN C SUGAR-FREE | VITAMIN C AND NIACINAMIDE EVEN TONE 48H ANTIPERSPIRANT DEODORANT | VITAMIN C,VITAMIN E,NATTOKINASE,PHYTOSTEROL,DOKUDAMI LEAF,RUTIN,BETA-CAROTENE","Advanced Pharmaceutical Services, Inc. Dba Affordable Quality Pharmaceuticals | Conopco Inc. d/b/a/ Unilever | DISCOUNT DRUG MART",,2,0,0,1,"Warnings Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or follow headache, rash, swelling, nausea, or vomiting, consult a doctor promptly",,,Use temporary relieves: ■ cough due to cold ■ occasional minor irritation or sore throat
vitamin c ferrous fumarate cupric sulphate pentahydrate,ascorbic acid,0.95,ascorbic acid,Allergies | Tri-Vite Drops with Fluoride,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D","Method Pharmaceuticals, LLC | Newton Laboratories, Inc.",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
vitamin d,vitamin d,0.95,vitamin d,Folixate | Multivitamin with Fluoride | Tri-Vite Drops with Fluoride,".ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, CYANOCOBALAMIN, FOLIC ACID, NIACIN, PYRIDOXINE, RIBOFLAVIN, SODIUM FLUORIDE, THIAMINE MONONITRATE, VITAMIN A AND VITAMIN D | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D | FOLATE, VITAMIN D3","Bryant Ranch Prepack | Method Pharmaceuticals, LLC | PureTek Corporation",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
vitamin d2,ergocalciferol,0.95,ergocalciferol,Ergocalciferol | VITAMIN D,ERGOCALCIFEROL,"Bryant Ranch Prepack | Golden State Medical Supply, Inc. | PD-Rx Pharmaceuticals, Inc.",,3,2,9,1,WARNINGS Hypersensitivity to vitamin D may be one etiologic factor in infants with idiopathic hypercalcemia,"Drug Interactions Mineral oil interferes with the absorption of fat-soluble vitamins, including vitamin D preparations","ADVERSE REACTIONS Hypervitaminosis D is characterized by effects on the following organ system: Renal: Impairment of renal function with polyuria, nocturia, polydipsia, hypercalciuria, reversible azotemia, hypertension, nephrocalcinosis, generalized vascular calcification, or irreversible renal insu","INDICATIONS AND USAGE Ergocalciferol is indicated for use in the treatment of hypoparathyroidism, refractory rickets, also known as vitamin D resistant rickets, and familial hypophosphatemia"
vitamin d3,vitamin d3,0.95,vitamin d3,Bone Liquescence | Folixate | Folvitra,"FOLATE, VITAMIN D3 | FOLIC ACID, VITAMIN D3 | TARAXACUM OFFICINALE, TRIFOLIUM PRATENSE, CALCAREA MURIATICA, EQUISETUM ARVENSE, JUGLANS NIGRA, SESAME OIL, CALCAREA SULPHURICA, HEPAR (BOVINE), KIDNEY (BOVINE), MEDULLA OSSIS SUIS, MENADIONE, THYROIDINUM (BOVINE), VITAMIN A, VITAMIN D3, CALCAREA PHOSPHORICA, CALCAREA CARBONICA, CALCAREA FLUORICA, MANGANUM METALLICUM, NICCOLUM METALLICUM, MAGNESIUM METALLICUM","Blue Heron Pharmaceuticals, LLC | Nutritional Specialties, Inc. | PureTek Corporation",,5,0,3,2,"WARNINGS: Professional Use Only If pregnant or breast-feeding, ask a health professional before use",,ADVERSE REACTIONS Allergic sensitization has been reported following both oral and parenteral administration of folate,INDICATIONS AND USAGE Folixate ™ is indicated for dietary management of patients with unique nutritional needs requiring increased folate level and Vitamin D supplementation
vitamin d3 i u,cholecalciferol,0.95,cholecalciferol,Folcyteine | Menatrol | PNV-DHA,"ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT | FOLATE, MULTIVITAMIN | MULTIVITAMIN","Acella Pharmaceuticals, LLC | PureTek Corporation",,2,1,1,1,"WARNING: Ingestion of more than 3 grams of omega-3 fatty acids (such as DHA) per day has been shown to have potential antithrombotic effects, including an increased bleeding time and International Normalized Ratio (INR)","Drug Interactions: Consult with a licensed healthcare practitioner before use if taking prescription medications, especially those affecting bone health or hormonal therapies",ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: PNV-DHA is a multivitamin/multimineral nutritional supplement indicated for use in the dietary management of patients with nutritional deficiencies or are in need of nutritional supplementation
vitamin e,vitamin e,0.95,vitamin e,Dove | Pain Formula | St. Paul Brands Verestor,"SALIX ALBA, ASCORBICUM ACIDUM, VITAMIN A, VITAMIN E, ACETYLSALICYLICUM ACIDUM | VITAMIN C,VITAMIN E,NATTOKINASE,PHYTOSTEROL,DOKUDAMI LEAF,RUTIN,BETA-CAROTENE | VITAMIN E AND KUKUI NUT OIL SOOTHING POST-SHAVE 48H ANTIPERSPIRANT DEODORANT","Advanced Pharmaceutical Services, Inc. Dba Affordable Quality Pharmaceuticals | Conopco Inc. d/b/a/ Unilever | Nutritional Specialties, Inc.",,4,0,0,1,For external use only,,,Uses reduces underarm wetness
vitamin e acetate,tocopherol acetate,0.95,tocopherol acetate,MQ Pain Relieving Patch | Multivitamin with Fluoride | PNV-DHA,".ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, CYANOCOBALAMIN, FOLIC ACID, NIACIN, PYRIDOXINE, RIBOFLAVIN, SODIUM FLUORIDE, THIAMINE MONONITRATE, VITAMIN A AND VITAMIN D | ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT | PAIN RELIEVING PATCH","Acella Pharmaceuticals, LLC | Bryant Ranch Prepack | Zhengzhou Miaoqi Pharmaceutical Technology Co., Ltd",,2,0,1,1,"WARNING: Ingestion of more than 3 grams of omega-3 fatty acids (such as DHA) per day has been shown to have potential antithrombotic effects, including an increased bleeding time and International Normalized Ratio (INR)",,ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: PNV-DHA is a multivitamin/multimineral nutritional supplement indicated for use in the dietary management of patients with nutritional deficiencies or are in need of nutritional supplementation
vitamina,vitamin A,0.95,vitamin A,Davimet-M | Multivitamin with Fluoride | Tri-Vite Drops with Fluoride,".ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, CYANOCOBALAMIN, FOLIC ACID, NIACIN, PYRIDOXINE, RIBOFLAVIN, SODIUM FLUORIDE, THIAMINE MONONITRATE, VITAMIN A AND VITAMIN D | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D | MULTIVITAMIN","Bryant Ranch Prepack | Method Pharmaceuticals, LLC | PureTek Corporation",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
vitamine,vitamin,0.95,vitamin,Davimet-M | Multivitamin with Fluoride | Tri-Vite Drops with Fluoride,".ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, CYANOCOBALAMIN, FOLIC ACID, NIACIN, PYRIDOXINE, RIBOFLAVIN, SODIUM FLUORIDE, THIAMINE MONONITRATE, VITAMIN A AND VITAMIN D | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D | MULTIVITAMIN","Bryant Ranch Prepack | Method Pharmaceuticals, LLC | PureTek Corporation",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
vitamine a,retinol,0.95,retinol,AOAO Retinol Anti-aging Box Set | Body essential oil | turmeric kojic acid product,"BODY ESSENTIAL OIL | COLLAGEN,BUTYROSPERMUM PARKII (SHEA) BUTTER EXTRACT,HYALURONIC ACID,CAFFEINE,SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL,RETINOL. | TURMERIC KOJIC ACID SOAP","AIKM Product Corp | Guangdong Junhui Biotechnology Co., LTD | Guangzhou Yanxi Biotechnology Co., Ltd",,1,0,0,1,warnings For external use only,,,"usage Wash hands, take a shower, clean the skin,"
vitamine c,ascorbic acid,0.95,ascorbic acid,Allergies | Tri-Vite Drops with Fluoride,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D","Method Pharmaceuticals, LLC | Newton Laboratories, Inc.",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
vitamine e,tocopherol,0.95,tocopherol,MQ Pain Relieving Patch | Multivitamin with Fluoride | PNV-DHA,".ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, CYANOCOBALAMIN, FOLIC ACID, NIACIN, PYRIDOXINE, RIBOFLAVIN, SODIUM FLUORIDE, THIAMINE MONONITRATE, VITAMIN A AND VITAMIN D | ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT | PAIN RELIEVING PATCH","Acella Pharmaceuticals, LLC | Bryant Ranch Prepack | Zhengzhou Miaoqi Pharmaceutical Technology Co., Ltd",,2,0,1,1,"WARNING: Ingestion of more than 3 grams of omega-3 fatty acids (such as DHA) per day has been shown to have potential antithrombotic effects, including an increased bleeding time and International Normalized Ratio (INR)",,ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: PNV-DHA is a multivitamin/multimineral nutritional supplement indicated for use in the dietary management of patients with nutritional deficiencies or are in need of nutritional supplementation
vitamines,vitamin,0.95,vitamin,Davimet-M | Multivitamin with Fluoride | Tri-Vite Drops with Fluoride,".ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, CYANOCOBALAMIN, FOLIC ACID, NIACIN, PYRIDOXINE, RIBOFLAVIN, SODIUM FLUORIDE, THIAMINE MONONITRATE, VITAMIN A AND VITAMIN D | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D | MULTIVITAMIN","Bryant Ranch Prepack | Method Pharmaceuticals, LLC | PureTek Corporation",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
vitb1 thiamin,thiamine,0.95,thiamine,"Dialyvite with Zinc | Multivitamin with Fluoride | THIAMINE HYDROCHLORIDE injection, solution",".ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, CYANOCOBALAMIN, FOLIC ACID, NIACIN, PYRIDOXINE, RIBOFLAVIN, SODIUM FLUORIDE, THIAMINE MONONITRATE, VITAMIN A AND VITAMIN D | ASCORBIC ACID, THIAMINE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE, FOLIC ACID, COBALAMIN, BIOTIN, PANTOTHENIC ACID, ZINC | THIAMINE HYDROCHLORIDE INJECTION, SOLUTION","Bryant Ranch Prepack | HF Acquisition Co LLC, DBA HealthFirst | Hillestad Pharmaceuticals USA",,10,0,4,5,WARNINGS WARNING: This product contains aluminum that may be toxic,,"ADVERSE REACTIONS An occasional individual may develop a hypersensitivity or life threatening anaphylactic reaction to thiamine, especially after repeated injections",INDICATIONS Thiamine hydrochloride injection is effective for the treatment of thiamine deficiency or beriberi whether of the dry (major symptoms related to the nervous system) or wet (major symptoms related to the cardiovascular system) variety
vitb12 cyanocobalamine,cyanocobalamin,0.95,cyanocobalamin,Cyanocobalamin | PNV-DHA,"ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT | CYANOCOBALAMIN","Acella Pharmaceuticals, LLC | Asclemed USA, Inc. | Meitheal Pharmaceuticals Inc.",,2,0,1,1,"WARNING: Ingestion of more than 3 grams of omega-3 fatty acids (such as DHA) per day has been shown to have potential antithrombotic effects, including an increased bleeding time and International Normalized Ratio (INR)",,ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: PNV-DHA is a multivitamin/multimineral nutritional supplement indicated for use in the dietary management of patients with nutritional deficiencies or are in need of nutritional supplementation
vitc,ascorbic acid,0.95,ascorbic acid,Allergies | Tri-Vite Drops with Fluoride,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ASCORBIC ACID, SODIUM FLUORIDE, VITAMIN A AND VITAMIN D","Method Pharmaceuticals, LLC | Newton Laboratories, Inc.",,1,0,1,5,"WARNINGS As in the case of all medications, keep out of reach of children",,ADVERSE REACTIONS Allergic rash and other idiosyncrasies have been rarely reported,"INDICATIONS AND USAGE Supplementation of the diet with vitamins A, C and D"
vitd,cholecalciferol,0.95,cholecalciferol,Folcyteine | Menatrol | PNV-DHA,"ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT | FOLATE, MULTIVITAMIN | MULTIVITAMIN","Acella Pharmaceuticals, LLC | PureTek Corporation",,2,1,1,1,"WARNING: Ingestion of more than 3 grams of omega-3 fatty acids (such as DHA) per day has been shown to have potential antithrombotic effects, including an increased bleeding time and International Normalized Ratio (INR)","Drug Interactions: Consult with a licensed healthcare practitioner before use if taking prescription medications, especially those affecting bone health or hormonal therapies",ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: PNV-DHA is a multivitamin/multimineral nutritional supplement indicated for use in the dietary management of patients with nutritional deficiencies or are in need of nutritional supplementation
vitd3 magnesium,cholecalciferol,0.95,cholecalciferol,Folcyteine | Menatrol | PNV-DHA,"ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT | FOLATE, MULTIVITAMIN | MULTIVITAMIN","Acella Pharmaceuticals, LLC | PureTek Corporation",,2,1,1,1,"WARNING: Ingestion of more than 3 grams of omega-3 fatty acids (such as DHA) per day has been shown to have potential antithrombotic effects, including an increased bleeding time and International Normalized Ratio (INR)","Drug Interactions: Consult with a licensed healthcare practitioner before use if taking prescription medications, especially those affecting bone health or hormonal therapies",ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: PNV-DHA is a multivitamin/multimineral nutritional supplement indicated for use in the dietary management of patients with nutritional deficiencies or are in need of nutritional supplementation
vitmin e,tocopherol,0.95,tocopherol,MQ Pain Relieving Patch | Multivitamin with Fluoride | PNV-DHA,".ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, CYANOCOBALAMIN, FOLIC ACID, NIACIN, PYRIDOXINE, RIBOFLAVIN, SODIUM FLUORIDE, THIAMINE MONONITRATE, VITAMIN A AND VITAMIN D | ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT | PAIN RELIEVING PATCH","Acella Pharmaceuticals, LLC | Bryant Ranch Prepack | Zhengzhou Miaoqi Pharmaceutical Technology Co., Ltd",,2,0,1,1,"WARNING: Ingestion of more than 3 grams of omega-3 fatty acids (such as DHA) per day has been shown to have potential antithrombotic effects, including an increased bleeding time and International Normalized Ratio (INR)",,ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: PNV-DHA is a multivitamin/multimineral nutritional supplement indicated for use in the dietary management of patients with nutritional deficiencies or are in need of nutritional supplementation
von willebrand factor,von Willebrand factor,0.99,von Willebrand factor,Moisturizing Antibacterial | Naproxen | Quick Action,BENZALKONIUM CHLORIDE | NAPROXEN | SALICYLIC ACID,A-S Medication Solutions | Walmart Inc.,,1,10,15,5,Warnings For external use only: hands only,7 DRUG INTERACTIONS See Table 1 for clinically significant drug interactions with naproxen,6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling:,1 INDICATIONS AND USAGE Naproxen tablets and naproxen sodium tablets are indicated for: the relief of the signs and symptoms of:
vonoprazan,vonoprazan,1.0,vonoprazan,VOQUEZNA,VONOPRAZAN FUMARATE,Phathom Pharmaceuticals Inc.,,0,10,9,5,,7 DRUG INTERACTIONS Table 9 and Table 10 include drugs with clinically important drug interactions and interaction with diagnostics when administered concomitantly with VOQUEZNA and instructions for preventing or managing them,6 ADVERSE REACTIONS The following serious adverse reactions are described elsewhere in labeling: Acute Tubulointerstitial Nephritis [see Warnings and Precautions (5.2) ] Clostridioides difficile -Associated Diarrhea [see Warnings and Precautions (5.3) ] Bone Fracture [see Warnings and Precautions (5,1 INDICATIONS AND USAGE VOQUEZNA is indicated: for healing of all grades of erosive esophagitis and relief of heartburn associated with erosive esophagitis in adults
voriconazole,voriconazole,0.95,voriconazole,VFEND | Voriconazole,VORICONAZOLE,Ajanta Pharma USA Inc. | Eugia US LLC | Roerig,,0,8,6,5,,"7 DRUG INTERACTIONS Voriconazole is metabolized by cytochrome P450 isoenzymes, CYP2C19, CYP2C9, and CYP3A4",6 ADVERSE REACTIONS The following serious adverse reactions are described elsewhere in the labeling: Hepatic Toxicity [see Warnings and Precautions (5.1) ] Arrhythmias and QT Prolongation [see Warnings and Precautions (5.2) ] Infusion Related Reactions [see Warnings and Precautions (5.3) ] Visual Di,1 INDICATIONS AND USAGE VFEND is an azole antifungal indicated for the treatment of adults and pediatric patients 2 years of age and older with:
vortioxetine,vortioxetine,1.0,vortioxetine,Trintellix,VORTIOXETINE,"REMEDYREPACK INC. | Takeda Pharmaceuticals America, Inc.",,0,10,10,2,,"7 DRUG INTERACTIONS Strong inhibitors of CYP2D6: Reduce TRINTELLIX dose by half when coadministered ( 2.5 , 7.1 )",6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the label,1 INDICATIONS AND USAGE TRINTELLIX is indicated for the treatment of major depressive disorder (MDD) in adults
vtamin d3,cholecalciferol,0.95,cholecalciferol,Folcyteine | Menatrol | PNV-DHA,"ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM, FERROUS FUMARATE, MAGNESIUM, DOCONEXENT | FOLATE, MULTIVITAMIN | MULTIVITAMIN","Acella Pharmaceuticals, LLC | PureTek Corporation",,2,1,1,1,"WARNING: Ingestion of more than 3 grams of omega-3 fatty acids (such as DHA) per day has been shown to have potential antithrombotic effects, including an increased bleeding time and International Normalized Ratio (INR)","Drug Interactions: Consult with a licensed healthcare practitioner before use if taking prescription medications, especially those affecting bone health or hormonal therapies",ADVERSE REACTIONS: Allergic sensitization has been reported following both oral and parenteral administration of folic acid,INDICATIONS: PNV-DHA is a multivitamin/multimineral nutritional supplement indicated for use in the dietary management of patients with nutritional deficiencies or are in need of nutritional supplementation
warfarin,warfarin,0.95,warfarin,Jantoven | Warfarin Sodium,WARFARIN SODIUM,"REMEDYREPACK INC. | Teva Pharmaceuticals USA, Inc. | Upsher-Smith Laboratories, LLC",,0,10,4,5,,"7 DRUG INTERACTIONS Concomitant use of drugs that increase bleeding risk, antibiotics, antifungals, botanical (herbal) products, and inhibitors and inducers of CYP2C9, 1A2, or 3A4","6 ADVERSE REACTIONS The following serious adverse reactions to warfarin sodium are discussed in greater detail in other sections of the labeling: Hemorrhage [see Boxed Warning, Warnings and Precautions (5.1), and Overdosage ( 10 )] Tissue Necrosis [see Warnings and Precautions ( 5.2 )] Calciphylaxis","1 INDICATIONS AND USAGE Warfarin sodium tablets are indicated for: Prophylaxis and treatment of venous thrombosis and its extension, pulmonary embolism (PE)"
warfarin sodium,warfarin,0.99,warfarin,Jantoven | Warfarin Sodium,WARFARIN SODIUM,"REMEDYREPACK INC. | Teva Pharmaceuticals USA, Inc. | Upsher-Smith Laboratories, LLC",,0,10,4,5,,"7 DRUG INTERACTIONS Concomitant use of drugs that increase bleeding risk, antibiotics, antifungals, botanical (herbal) products, and inhibitors and inducers of CYP2C9, 1A2, or 3A4","6 ADVERSE REACTIONS The following serious adverse reactions to warfarin sodium are discussed in greater detail in other sections of the labeling: Hemorrhage [see Boxed Warning, Warnings and Precautions (5.1), and Overdosage ( 10 )] Tissue Necrosis [see Warnings and Precautions ( 5.2 )] Calciphylaxis","1 INDICATIONS AND USAGE Warfarin sodium tablets are indicated for: Prophylaxis and treatment of venous thrombosis and its extension, pulmonary embolism (PE)"
xylitol,xylitol,0.99,xylitol,Chemstat | Kids Oral Care Peach Flavor | Kids Oral Care Strawberry Flavor,"GLYCERINUM, TARAXACUM OFFICINALE, PHYTOLACCA DECANDRA, ARSENICUM ALBUM, NITRICUM ACIDUM, NUX VOMICA, PETROLEUM, PHOSPHORICUM ACIDUM, PHOSPHORUS, ACETYLSALICYLICUM ACIDUM, GLONOINUM, INSULINUM (HUMAN), LITHIUM CARBONICUM, THYROIDINUM (SUIS), ACETICUM ACIDUM, BENZOICUM ACIDUM, BENZYL ALCOHOL, BORICUM ACIDUM, CHLORINUM, CORTISONE ACETICUM, EUGENOL, FOLLICULINUM, ISOPROPYL PALMITATE, LACTICUM ACIDUM, PETROLEUM JELLY, PHENYL BUTAZONE, PLUMBUM METALLICUM, POTASSIUM SORBATE, RESORCINUM, SALICYLICUM ACIDUM, | XYLITOL, CALCIUM LACTATE","Energique, Inc. | TOOTHFILM INC.",,5,0,0,2,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,,"INDICATIONS: May temporarily relieve weakness and exhaustion, minor abdominal cramps, bloating, and vomiting.** **Claims based on traditional homeopathic practice, not accepted medical evidence"
xylometazoline,xylometazoline,0.99,xylometazoline,Metarivin Soln. 0.1%,XYLOMETAZOLINE HYDROCHLORIDE,"Lydia Co., Ltd.",,6,0,0,1,"■ When using this product Stop use and ask a doctor if nervousness, diziness, or sleepness occur",,,Adults and children 7 years and older: Spray into the nose 3 times a day
yohimbe,yohimbine,0.95,yohimbine,Aralia Combination 9256 | Bestmade Natural Products Testosterone Support | Libido Stim Liquescence 3014,"ACID PHOS, AGNUS CASTUS, AGARICUS MUS, DAMIAANA, GINSENG PANAX, SABAL SERR, SCUTELLARIA LAT, SELENIUM, YOHIMBINUM | ARALIA COMBINATION | LIBIDO STIM LIQUESCENCE",Bestmade Natural Products | Professional Complementary Health Formulas,,6,0,0,2,Warnings and Storage: Ask a professional before use if pregnant or breastfeeding or if you have severe symptoms,,,"Uses Temporarily supports muscle mass gain, libido, and energy.* *CLAIMS BASED ON TRADITIONAL HOMEOPATHIC PRACTICE, NOT ACCEPTED MEDICAL EVIDENCE, NOT FDA EVALUATED"
